CITY,CIRCLE,STD
SAMBA,JAMMU & KASHMIR  ,1923  
SAMBALPUR,ORISSA  ,663  
SAMBHAL,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5923  
SAMRALA,PUNJAB  ,1628  
SAMUDRAPUR,MAHARASHTRA  ,7151  
SANAND,GUJRAT  ,2717  
SANCHORE (E),RAJASTHAN  ,2979  
SANCHORE (W) (HADECHA),RAJASTHAN  ,2970  
SANDILA,UTTAR PRADESH(EAST)  ,5854  
SANDUR,KARNATAKA  ,8395  
SANGAMNER,MAHARASHTRA  ,2425  
SANGANESHWAR (DEORUKH),MAHARASHTRA  ,2354  
SANGAREDDY,ANDHRA PRADESH  ,8455  
SANGARIA,RAJASTHAN  ,1499  
SANGLI,MAHARASHTRA  ,233  
SANGOD,RAJASTHAN  ,7450  
SANGOLA,MAHARASHTRA  ,2187  
SANGRUR,PUNJAB  ,1672  
SANGUEM,MAHARASHTRA  ,8345  
SANKAGIRI,TAMILNADU  ,4283  
SANKARAN KOIL,TAMILNADU  ,4636  
SANKHEDA,GUJRAT  ,2665  
SANTALPUR,GUJRAT  ,2738  
SANTRAMPUR,GUJRAT  ,2675  
SANWER,MADHYA PRADESH & CHHATTISGARH  ,7321  
SAONER,MAHARASHTRA  ,7113  
SAPOTRA,RAJASTHAN  ,7465  
SARADA (CHAWAND),RAJASTHAN  ,2905  
SARAIKELA (ADSTYAPUR),BIHAR & JHARKHAND  ,6597  
SARAIPALI,MADHYA PRADESH & CHHATTISGARH  ,7725  
SARANGGARH,MADHYA PRADESH & CHHATTISGARH  ,7768  
SARANGPUR,MADHYA PRADESH & CHHATTISGARH  ,7371  
SARDARPUR,MADHYA PRADESH & CHHATTISGARH  ,7296  
SARDARSHAHAR (N)-JAITSISAR,RAJASTHAN  ,1563  
SARDARSHAHAR (S),RAJASTHAN  ,1564  
SARDHANA,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1237  
SARDULGARH,PUNJAB  ,1659  
SARHIND,PUNJAB  ,1763  
SARONA,MADHYA PRADESH & CHHATTISGARH  ,7841  
SARWAR,RAJASTHAN  ,1496  
SASARAM,BIHAR & JHARKHAND  ,6184  
SASWAD,MAHARASHTRA  ,2115  
SATANA,MAHARASHTRA  ,2555  
SATARA,MAHARASHTRA  ,2162  
SATHIYAMANGALAM,TAMILNADU  ,4295  
SATHUPALLI,ANDHRA PRADESH  ,8761  
SATNA,MADHYA PRADESH & CHHATTISGARH  ,7672  
SATTENAPALLI,ANDHRA PRADESH  ,8641  
SATYAVEDU,ANDHRA PRADESH  ,8576  
SAUNDATTI,KARNATAKA  ,8330  
SAUNSAR,MADHYA PRADESH & CHHATTISGARH  ,7165  
SAVANUR,KARNATAKA  ,8378  
SAVARKUNDLA,GUJRAT  ,2845  
SAVLI,GUJRAT  ,2667  
SAWAIMADHOPUR,RAJASTHAN  ,7462  
SAWANTWADI,MAHARASHTRA  ,2363  
SAYAN,GUJRAT  ,2621  
SAYLA,GUJRAT  ,2755  
SEDAM,KARNATAKA  ,8441  
SEHARABAZAR,WEST BENGAL & ANDAMAN NIKOBAR  ,3451  
SEHORE,MADHYA PRADESH & CHHATTISGARH  ,7562  
SEIKHPURA,BIHAR & JHARKHAND  ,6341  
SELOO,MAHARASHTRA  ,7155  
SEMARIA,MADHYA PRADESH & CHHATTISGARH  ,7778  
SENDHWA,MADHYA PRADESH & CHHATTISGARH  ,7281  
SEONDHA,MADHYA PRADESH & CHHATTISGARH  ,7521  
SEONI,MADHYA PRADESH & CHHATTISGARH  ,7692  
SEONIMALWA,MADHYA PRADESH & CHHATTISGARH  ,7570  
SEPPA,NORTH EAST  ,3787  
SHADNAGAR,ANDHRA PRADESH  ,8548  
SHAHABAD,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5960  
SHAHABAD,UTTAR PRADESH(EAST)  ,5853  
SHAHADA,MAHARASHTRA  ,2565  
SHAHAPUR,MAHARASHTRA  ,2527  
SHAHAPUR,KARNATAKA  ,8479  
SHAHAPURA,RAJASTHAN  ,1484  
SHAHDOL,MADHYA PRADESH & CHHATTISGARH  ,7652  
SHAHGANJ,UTTAR PRADESH(EAST)  ,5453  
SHAHJAHANPUR,UTTAR PRADESH(EAST)  ,5842  
SHAHNAGAR,MADHYA PRADESH & CHHATTISGARH  ,7734  
SHAHPUR,MADHYA PRADESH & CHHATTISGARH  ,7640  
SHAHUWADI (MALAKAPUR),MAHARASHTRA  ,2329  
SHAJAPUR,MADHYA PRADESH & CHHATTISGARH  ,7364  
SHAKTI,MADHYA PRADESH & CHHATTISGARH  ,7757  
SHANKARNARAYANA,KARNATAKA  ,8259  
SHEGAON,MAHARASHTRA  ,7265  
SHEHRA,GUJRAT  ,2670  
SHEO (E),RAJASTHAN  ,2987  
SHEO (W) (HARSANI),RAJASTHAN  ,2981  
SHEOGANJ (POSALIYAN),RAJASTHAN  ,2976  
SHEOHAR,BIHAR & JHARKHAND  ,6222  
SHEOPURKALAN,MADHYA PRADESH & CHHATTISGARH  ,7530  
SHERGARH (N) (BALESAR),RAJASTHAN  ,2929  
SHERGARH (N) (DEECHU),RAJASTHAN  ,2928  
SHERGHATI,BIHAR & JHARKHAND  ,6326  
SHERTALLAI,KERALA  ,478  
SHEVGAON,MAHARASHTRA  ,2429  
SHIKARIPURA,KARNATAKA  ,8187  
SHIKOHABAD,UTTAR PRADESH(EAST)  ,5676  
SHILLONG,NORTH EAST  ,364  
SHIMLA,HIMACHAL PRADESH  ,177  
SHIMOGA,KARNATAKA  ,8182  
SHIRAHATTI,KARNATAKA  ,8487  
SHIRALA,MAHARASHTRA  ,2345  
SHIROL (JALSINGPUR),MAHARASHTRA  ,2322  
SHIRPUR,MAHARASHTRA  ,2563  
SHIRUR,MAHARASHTRA  ,2138  
SHIRWAL,MAHARASHTRA  ,2169  
SHIVPURI,MADHYA PRADESH & CHHATTISGARH  ,7492  
SHOLAPUR,MAHARASHTRA  ,217  
SHORANUR,KERALA  ,4926  
SHORAPUR,KARNATAKA  ,8443  
SHRI RAMPUR,MAHARASHTRA  ,2422  
SHRIGONDA,MAHARASHTRA  ,2487  
SHRIVARDHAN,MAHARASHTRA  ,2147  
SHUJALPUR,MADHYA PRADESH & CHHATTISGARH  ,7360  
SIBSAGAR,ASSAM  ,3772  
SIDDAPUR,KARNATAKA  ,8389  
SIDDAVATTAM,ANDHRA PRADESH  ,8589  
SIDDIPET,ANDHRA PRADESH  ,8457  
SIDHAULI (MAHMODABAD),UTTAR PRADESH(EAST)  ,5864  
SIDHAWALIA,BIHAR & JHARKHAND  ,6151  
SIDHI,MADHYA PRADESH & CHHATTISGARH  ,7822  
SIDHPUR,GUJRAT  ,2767  
SIDLAGHATTA,KARNATAKA  ,8158  
SIHOR,GUJRAT  ,2846  
SIHORA,MADHYA PRADESH & CHHATTISGARH  ,7624  
SIKANDRA RAO,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5721  
SIKANDRABAD,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5735  
SIKAR,RAJASTHAN  ,1572  
SILCHAR,ASSAM  ,3842  
SILERU,ANDHRA PRADESH  ,8938  
SILIGURI,WEST BENGAL & ANDAMAN NIKOBAR  ,353  
SILLOD,MAHARASHTRA  ,2430  
SILWANI,MADHYA PRADESH & CHHATTISGARH  ,7484  
SIMARIA,BIHAR & JHARKHAND  ,6559  
SIMDEGA,BIHAR & JHARKHAND  ,6525  
SINDAGI,KARNATAKA  ,8488  
SINDERWAHI,MAHARASHTRA  ,7178  
SINDHANUR,KARNATAKA  ,8535  
SINDKHEDA,MAHARASHTRA  ,2566  
SINDKHEDARAJA,MAHARASHTRA  ,7269  
SINGHWARA,BIHAR & JHARKHAND  ,6247  
SINGRAULI,MADHYA PRADESH & CHHATTISGARH  ,7805  
SINNAR,MAHARASHTRA  ,2551  
SIRA,KARNATAKA  ,8135  
SIRCILLA,ANDHRA PRADESH  ,8723  
SIRMOUR,MADHYA PRADESH & CHHATTISGARH  ,7660  
SIROHI,RAJASTHAN  ,2972  
SIRONCHA,MAHARASHTRA  ,7131  
SIRONJ,MADHYA PRADESH & CHHATTISGARH  ,7591  
SIRPURKAGAZNAGAR,ANDHRA PRADESH  ,8738  
SIRSA,HARYANA  ,1666  
SIRSI,KARNATAKA  ,8384  
SIRUGUPPA,KARNATAKA  ,8396  
SITAMARHI,BIHAR & JHARKHAND  ,6226  
SITAMAU,MADHYA PRADESH & CHHATTISGARH  ,7426  
SITAPUR,MADHYA PRADESH & CHHATTISGARH  ,7834  
SITAPUR,UTTAR PRADESH(EAST)  ,5862  
SIVAGANGA,TAMILNADU  ,4575  
SIWAN,BIHAR & JHARKHAND  ,6154  
SIWANA (E) (SAMDARI),RAJASTHAN  ,2900  
SIWANA (W),RAJASTHAN  ,2901  
SIWANI,HARYANA  ,1255  
SIYANA,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5736  
SODAM,ANDHRA PRADESH  ,8583  
SOHAGPUR,MADHYA PRADESH & CHHATTISGARH  ,7575  
SOHELA,ORISSA  ,6685  
SOJAT (SOJAT-CITY),RAJASTHAN  ,2960  
SOLAN,HIMACHAL PRADESH  ,1792  
SOMPETA,ANDHRA PRADESH  ,8947  
SOMWARPET,KARNATAKA  ,8276  
SONAPUR,ORISSA  ,6654  
SONDHWA,MADHYA PRADESH & CHHATTISGARH  ,7395  
SONEPUR,BIHAR & JHARKHAND  ,6158  
SONIPAT,HARYANA  ,130  
SONKATCH,MADHYA PRADESH & CHHATTISGARH  ,7270  
SOPORE,JAMMU & KASHMIR  ,1954  
SORAB,KARNATAKA  ,8184  
SORAON,UTTAR PRADESH(EAST)  ,5335  
SORO,ORISSA  ,6788  
SOYEGAON,MAHARASHTRA  ,2438  
SPITI (KAZA),HIMACHAL PRADESH  ,1906  
SRIDUNGARGARH (N)-DUNGARGH,RAJASTHAN  ,1565  
SRIDUNGARGARH (S) (SUDSAR),RAJASTHAN  ,1566  
SRIGANGANAGAR,RAJASTHAN  ,154  
SRIKAKULAM,ANDHRA PRADESH  ,8942  
SRIKALAHASTHI,ANDHRA PRADESH  ,8578  
SRIKARANPUR,RAJASTHAN  ,1501  
SRIMADHOPUR,RAJASTHAN  ,1575  
SRINAGAR,JAMMU & KASHMIR  ,194  
SRINIVASAPUR,KARNATAKA  ,8157  
SRIPERUMPUDUR,TAMILNADU  ,4111  
SRISAILAM,ANDHRA PRADESH  ,8524  
SRIVAIKUNDAM,TAMILNADU  ,4630  
SRUNGAVARAPUKOTA (KOTHVLS),ANDHRA PRADESH  ,8966  
SUDHIMALLA (TEKULAPALLI),ANDHRA PRADESH  ,8741  
SUJANGARH (E),RAJASTHAN  ,1568  
SUJANGARH (W) (LALGARH),RAJASTHAN  ,1569  
SUJANGARH(C) (BIDASAR),RAJASTHAN  ,1560  
SUKMA,MADHYA PRADESH & CHHATTISGARH  ,7864  
SULLIA,KARNATAKA  ,8257  
SULLURPET,ANDHRA PRADESH  ,8623  
SULTANPUR,UTTAR PRADESH(EAST)  ,5362  
SULTANPUR LODHI,PUNJAB  ,1828  
SUMRASAR,GUJRAT  ,2808  
SUNABEDA,ORISSA  ,6853  
SUNAM,PUNJAB  ,1676  
SUNDARGARH,ORISSA  ,6622  
SUNDERNAGAR,HIMACHAL PRADESH  ,1907  
SUPAUL,BIHAR & JHARKHAND  ,6473  
SURADA,ORISSA  ,6819  
SURAJPUR,MADHYA PRADESH & CHHATTISGARH  ,7775  
SURAT,GUJRAT  ,261  
SURATGARH (N) (GOLUWALA),RAJASTHAN  ,1508  
SURATGARH (S),RAJASTHAN  ,1509  
SURENDRANAGAR,GUJRAT  ,2752  
SURGENA,MAHARASHTRA  ,2593  
SURI,WEST BENGAL & ANDAMAN NIKOBAR  ,3462  
SURYAPET,ANDHRA PRADESH  ,8684  
SUSNER,MADHYA PRADESH & CHHATTISGARH  ,7361  
T.NARSIPUR,KARNATAKA  ,8227  
T.RAMPUR,ORISSA  ,6675  
TADEPALLIGUDEM,ANDHRA PRADESH  ,8818  
TADIPATRI,ANDHRA PRADESH  ,8558  
TALAJA,GUJRAT  ,2842  
TALALA,GUJRAT  ,2877  
TALASARI,MAHARASHTRA  ,2521  
TALCHER,ORISSA  ,6760  
TALEGAOKARANGAL,MAHARASHTRA  ,7156  
TALI,NORTH EAST  ,3790  
TALIHA,NORTH EAST  ,3791  
TALIPARAMBA,KERALA  ,4982  
TALLAK,KARNATAKA  ,8190  
TALODA,MAHARASHTRA  ,2567  
TAMENGLONG,NORTH EAST  ,3877  
TAMIA,MADHYA PRADESH & CHHATTISGARH  ,7149  
TAMLUK,WEST BENGAL & ANDAMAN NIKOBAR  ,3228  
TANDA URMAR,PUNJAB  ,1886  
TANDA-II (BASKHARI),UTTAR PRADESH(EAST)  ,5274  
TANDAI-I (TANDA),UTTAR PRADESH(EAST)  ,5273  
TANDURU,ANDHRA PRADESH  ,8411  
TANUKU,ANDHRA PRADESH  ,8819  
TAPKARA,MADHYA PRADESH & CHHATTISGARH  ,7761  
TARABARIHAT,ASSAM  ,3665  
TARABGANJ-I (TERABGANJ),UTTAR PRADESH(EAST)  ,5260  
TARABGANJ-II (COLONELGANJ),UTTAR PRADESH(EAST)  ,5261  
TARAN TARAN,PUNJAB  ,1852  
TARANA,MADHYA PRADESH & CHHATTISGARH  ,7369  
TARANAGAR,RAJASTHAN  ,1561  
TARIKERE,KARNATAKA  ,8261  
TASGAON,MAHARASHTRA  ,2346  
TAWANG,NORTH EAST  ,3794  
TEHRI,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1376  
TEKKALI (PALASA),ANDHRA PRADESH  ,8945  
TELGI,KARNATAKA  ,8426  
TELKOI,ORISSA  ,6735  
TELLICHERRY,KERALA  ,490  
TENALI,ANDHRA PRADESH  ,8644  
TENDUKHEDA,MADHYA PRADESH & CHHATTISGARH  ,7603  
TENKASI,TAMILNADU  ,4633  
TEONTHAR,MADHYA PRADESH & CHHATTISGARH  ,7661  
TEZPUR,ASSAM  ,3712  
TEZU,NORTH EAST  ,3804  
THAKURGANJ,BIHAR & JHARKHAND  ,6459  
THANAGHAZI,RAJASTHAN  ,1465  
THANDLA,MADHYA PRADESH & CHHATTISGARH  ,7390  
THANJAVUR,TAMILNADU  ,4362  
THARA,GUJRAT  ,2747  
THARAD,GUJRAT  ,2737  
THASRA,GUJRAT  ,2699  
THENI,TAMILNADU  ,4546  
THEOG,HIMACHAL PRADESH  ,1783  
THINGHAT,NORTH EAST  ,3873  
THIRTHAHALLI,KARNATAKA  ,8181  
THIRUMANGLAM,TAMILNADU  ,4549  
THIRURAIPOONDI,TAMILNADU  ,4369  
THIRUVANANTHAPURAM,KERALA  ,471  
THODUPUZHA,KERALA  ,4862  
THONBAL,NORTH EAST  ,3848  
THUNGATURTHY,ANDHRA PRADESH  ,8693  
THURAIYURE,TAMILNADU  ,4327  
TIBBI,RAJASTHAN  ,1539  
TIJARA (N) (BHIWADI),RAJASTHAN  ,1493  
TIJARA (S),RAJASTHAN  ,1469  
TIKAMGARH,MADHYA PRADESH & CHHATTISGARH  ,7683  
TILHAR,UTTAR PRADESH(EAST)  ,5841  
TIMARANI,MADHYA PRADESH & CHHATTISGARH  ,7573  
TINDIVANAM,TAMILNADU  ,4147  
TINSUKHIA,ASSAM  ,374  
TIPTUR,KARNATAKA  ,8134  
TIRIVURU,ANDHRA PRADESH  ,8673  
TIRORA,MAHARASHTRA  ,7198  
TIRUCHENDUR,TAMILNADU  ,4639  
TIRUCHENGODE,TAMILNADU  ,4288  
TIRUNELVELLI,TAMILNADU  ,462  
TIRUPATHI,ANDHRA PRADESH  ,877  
TIRUPATHUR,TAMILNADU  ,4577  
TIRUPATTUR,TAMILNADU  ,4179  
TIRUPUR,TAMILNADU  ,421  
TIRUR,KERALA  ,494  
TIRUTTANI,TAMILNADU  ,4118  
TIRUVALLA,KERALA  ,469  
TIRUVANNAMALAI,TAMILNADU  ,4175  
TIRUVARUR,TAMILNADU  ,4366  
TIRUVELLORE,TAMILNADU  ,4116  
TIRUVETTIPURAM,TAMILNADU  ,4182  
TISRI,BIHAR & JHARKHAND  ,6556  
TITLAGARH,ORISSA  ,6655  
TIWASA,MAHARASHTRA  ,7225  
TODARAISINGH,RAJASTHAN  ,1433  
TOHANA,HARYANA  ,1692  
TOHSHAM,HARYANA  ,1253  
TONK (N) (PIPLOO),RAJASTHAN  ,1435  
TONK (S),RAJASTHAN  ,1432  
TORPA,BIHAR & JHARKHAND  ,6538  
TOYNAR,MADHYA PRADESH & CHHATTISGARH  ,7852  
TRICHUR,KERALA  ,487  
TRICHY,TAMILNADU  ,431  
TRIMBAK,MAHARASHTRA  ,2594  
TRIVENIGANJ,BIHAR & JHARKHAND  ,6477  
TUENGSANG,NORTH EAST  ,3861  
TULJAPUR,MAHARASHTRA  ,2471  
TUMKUR,KARNATAKA  ,816  
TUMSAR,MAHARASHTRA  ,7183  
TUMUDIBANDHA,ORISSA  ,6840  
TUNI,ANDHRA PRADESH  ,8854  
TURA,NORTH EAST  ,3651  
TURUVEKERE,KARNATAKA  ,8139  
TUTICORIN,TAMILNADU  ,461  
TUTING,NORTH EAST  ,3799  
UDAIPUR,HIMACHAL PRADESH  ,1909  
UDAIPUR,MADHYA PRADESH & CHHATTISGARH  ,7833  
UDAIPURA,MADHYA PRADESH & CHHATTISGARH  ,7485  
UDAIPURWATI,RAJASTHAN  ,1594  
UDAKISHANGANJ,BIHAR & JHARKHAND  ,6479  
UDALA,ORISSA  ,6795  
UDALGURI,ASSAM  ,3711  
UDAYGIRI,ANDHRA PRADESH  ,8620  
UDGIR,MAHARASHTRA  ,2385  
UDHAMPUR,JAMMU & KASHMIR  ,1992  
UDUMALPET,TAMILNADU  ,4252  
UDUPI,KARNATAKA  ,820  
UJJAIN,MADHYA PRADESH & CHHATTISGARH  ,734  
UKHIMATH (GUPTKASHI),UTTAR PRADESH(WEST) & UTTARAKHAND  ,1364  
UKHRUL CENTRAL,NORTH EAST  ,3845  
UKHRURSOUTH (KASSEMKHULEN),NORTH EAST  ,3870  
ULUNDURPET,TAMILNADU  ,4149  
ULVAPADU,ANDHRA PRADESH  ,8599  
UMARIAPAN,MADHYA PRADESH & CHHATTISGARH  ,7625  
UMARKHED,MAHARASHTRA  ,7231  
UMERKOTE,ORISSA  ,6866  
UMRANE,MAHARASHTRA  ,2598  
UMRER,MAHARASHTRA  ,7116  
UNA,HIMACHAL PRADESH  ,1975  
UNA-DIU,GUJRAT  ,2875  
UNIAYARA,RAJASTHAN  ,1436  
UNNAO,UTTAR PRADESH(EAST)  ,515  
UPLETA,GUJRAT  ,2826  
UPPALA,KERALA  ,4998  
UPRODA,MADHYA PRADESH & CHHATTISGARH  ,7810  
URAVAKONDA,ANDHRA PRADESH  ,8496  
URI,JAMMU & KASHMIR  ,1956  
URLIKANCHAN,MAHARASHTRA  ,2136  
USILIAMPATTI,TAMILNADU  ,4552  
UTHANGARAI,TAMILNADU  ,4341  
UTNOR,ANDHRA PRADESH  ,8731  
UTRAULA,UTTAR PRADESH(EAST)  ,5265  
V.R.PURAM,ANDHRA PRADESH  ,8748  
VADAKKANCHERY,KERALA  ,4884  
VADGAM,GUJRAT  ,2739  
VADODARA,GUJRAT  ,265  
VADUJ,MAHARASHTRA  ,2161  
VAIKOM,KERALA  ,4829  
VAIMPALLI,ANDHRA PRADESH  ,8588  
VALAPADY,TAMILNADU  ,4292  
VALIA,GUJRAT  ,2643  
VALLABHIPUR,GUJRAT  ,2841  
VALLABHNAGAR,RAJASTHAN  ,2957  
VALLIYOOR,TAMILNADU  ,4637  
VALOD,GUJRAT  ,2625  
VALSAD,GUJRAT  ,2632  
VANIYAMBADI,TAMILNADU  ,4174  
VANTHALI,GUJRAT  ,2872  
VAPI,GUJRAT  ,260  
VARANSI,UTTAR PRADESH(EAST)  ,542  
VAV,GUJRAT  ,2740  
VAYALPAD,ANDHRA PRADESH  ,8586  
VDARBONDH,ASSAM  ,3841  
VEDASANDUR,TAMILNADU  ,4551  
VELHE,MAHARASHTRA  ,2130  
VELLORE,TAMILNADU  ,416  
VELUR,TAMILNADU  ,4268  
VENGURLA,MAHARASHTRA  ,2366  
VENKATGIRI,ANDHRA PRADESH  ,8625  
VENKATGIRIKOTA,ANDHRA PRADESH  ,8587  
VERAVAL,GUJRAT  ,2876  
VIDISHA,MADHYA PRADESH & CHHATTISGARH  ,7592  
VIJAPUR,MAHARASHTRA  ,2436  
VIJAPUR,GUJRAT  ,2763  
VIJAYAWADA,ANDHRA PRADESH  ,866  
VIJAYRAGHOGARH,MADHYA PRADESH & CHHATTISGARH  ,7626  
VIKRABAD,ANDHRA PRADESH  ,8416  
VILATHIKULAM,TAMILNADU  ,4638  
VILLUPURAM,TAMILNADU  ,4146  
VINJAMURU,ANDHRA PRADESH  ,8629  
VINUKONDA,ANDHRA PRADESH  ,8646  
VIRAJPET,KARNATAKA  ,8274  
VIRAMGAM,GUJRAT  ,2715  
VIRATNAGAR (SHAHPURA),RAJASTHAN  ,1422  
VIRUDHACHALAM,TAMILNADU  ,4143  
VIRUDHUNAGAR,TAMILNADU  ,4562  
VISAKHAPATNAM,ANDHRA PRADESH  ,891  
VISAVADAR,GUJRAT  ,2873  
VISNAGAR,GUJRAT  ,2765  
VITA,MAHARASHTRA  ,2347  
VIZAYANAGARAM,ANDHRA PRADESH  ,8922  
VUYYURU,ANDHRA PRADESH  ,8676  
VYARA,GUJRAT  ,2626  
WADA,MAHARASHTRA  ,2526  
WADI,KARNATAKA  ,8476  
WADRAINAGAR,MADHYA PRADESH & CHHATTISGARH  ,7772  
WAGHODIA,GUJRAT  ,2668  
WAI,MAHARASHTRA  ,2167  
WALCHANDNAGAR,MAHARASHTRA  ,2118  
WANAPARTHY,ANDHRA PRADESH  ,8543  
WANDIWASH,TAMILNADU  ,4183  
WANI,MAHARASHTRA  ,7239  
WANKANER,GUJRAT  ,2828  
WARANGAL,ANDHRA PRADESH  ,870  
WARASEONI,MADHYA PRADESH & CHHATTISGARH  ,7633  
WARDHA,MAHARASHTRA  ,7152  
WARDHANNAPET (GHANAPUR),ANDHRA PRADESH  ,8711  
WARLYDWARUD,MAHARASHTRA  ,7229  
WARORA,MAHARASHTRA  ,7176  
WASHIM,MAHARASHTRA  ,7252  
WATHAR,MAHARASHTRA  ,2371  
WAZIRGANJ,BIHAR & JHARKHAND  ,6322  
WILLIAMNAGAR,NORTH EAST  ,3658  
WOKHA,NORTH EAST  ,3860  
YADGIRI,KARNATAKA  ,8473  
YANGKIYANG,NORTH EAST  ,3777  
YAWAL,MAHARASHTRA  ,2585  
YELAMANCHILI,ANDHRA PRADESH  ,8931  
YELAVARAM,ANDHRA PRADESH  ,8865  
YELBURGA,KARNATAKA  ,8534  
YELESWARAM,ANDHRA PRADESH  ,8868  
YELLANDU,ANDHRA PRADESH  ,8745  
YELLANURU,ANDHRA PRADESH  ,8550  
YELLAPUR,KARNATAKA  ,8419  
YELLAREDDY,ANDHRA PRADESH  ,8465  
YEOLA,MAHARASHTRA  ,2559  
YEOTMAL,MAHARASHTRA  ,7232  
YERCAUD,TAMILNADU  ,4281  
YERRAGONDAPALEM,ANDHRA PRADESH  ,8403  
ZAHIRABAD,ANDHRA PRADESH  ,8451  
ZAMANIA,UTTAR PRADESH(EAST)  ,5497  
ZANASKAR,JAMMU & KASHMIR  ,1983  
ZHIRNIA,MADHYA PRADESH & CHHATTISGARH  ,7289  
ZIRA,PUNJAB  ,1682  
ZUENHEBOTO,NORTH EAST  ,3867  
